n_train,n_test,batch,pred_unknown,sig2e,beta,sig2b0,q0,experiment,exp_type,auc,logloss,accuracy,frobenius,spearman,nrmse,auc_embed,metric_pre_post,sig2e_est,sig2b_est0,nll_train,nll_test,n_epochs,time,n_params,encoder,decoder,patience
1000,100000,100,FALSE,1,0.001,1,100,2,unified,0.821964,0.524801,0.74303,,,,,,,,,,32,5.27034,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,3,unified,0.768927,0.577483,0.69874,,,,,,,,,,34,5.28842,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,4,unified,0.757735,0.58642,0.68738,,,,,,,,,,34,5.81035,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,5,unified,0.817229,0.54256,0.74149,,,,,,,,,,66,7.22939,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,6,unified,0.763966,0.587112,0.69845,,,,,,,,,,35,6.39503,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,7,unified,0.785626,0.56581,0.71067,,,,,,,,,,42,6.05344,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,8,unified,0.757399,0.593169,0.69001,,,,,,,,,,37,8.26217,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,unified,0.735796,0.615697,0.67145,,,,,,,,,,33,4.61308,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,10,unified,0.756899,0.58517,0.68678,,,,,,,,,,32,9.37945,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,11,unified,0.760389,0.586392,0.69185,,,,,,,,,,30,5.69413,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,12,unified,0.784274,0.59943,0.7139,,,,,,,,,,89,9.35565,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,13,unified,0.794884,0.601358,0.72051,,,,,,,,,,84,10.812,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,14,unified,0.773921,0.580366,0.70531,,,,,,,,,,50,11.2939,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,15,unified,0.808861,0.559538,0.73307,,,,,,,,,,41,9.72405,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,16,unified,0.775851,0.575844,0.70405,,,,,,,,,,34,5.54439,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,17,unified,0.768135,0.596753,0.69768,,,,,,,,,,42,5.94912,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,18,unified,0.76982,0.589066,0.69911,,,,,,,,,,42,4.97261,1331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,19,unified,0.821966,0.548451,0.74138,,,,,,,,,,71,9.09001,1331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,unified,0.754718,0.604187,0.68969,,,,,,,,,,28,5.16061,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,unified,0.776379,0.576981,0.70504,,,,,,,,,,32,3.53489,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,unified,0.805688,0.553015,0.73105,,,,,,,,,,34,4.05348,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,unified,0.785039,0.571141,0.71385,,,,,,,,,,32,4.9382,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,unified,0.771716,0.584427,0.7019,,,,,,,,,,31,3.21824,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,unified,0.788963,0.572833,0.72029,,,,,,,,,,50,6.69414,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,unified,0.750783,0.607018,0.68873,,,,,,,,,,31,4.3969,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,unified,0.77476,0.581474,0.70888,,,,,,,,,,33,3.33343,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,unified,0.774337,0.58458,0.70732,,,,,,,,,,28,4.46624,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,unified,0.784039,0.584289,0.71837,,,,,,,,,,61,5.65577,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,10,unified,0.755523,0.601368,0.69067,,,,,,,,,,30,3.18899,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,11,unified,0.763897,0.597472,0.69389,,,,,,,,,,36,5.35149,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,12,unified,0.798135,0.56173,0.72312,,,,,,,,,,42,4.27517,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,13,unified,0.795024,0.581845,0.72271,,,,,,,,,,52,4.44352,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,14,unified,0.821806,0.531546,0.7444,,,,,,,,,,45,5.29335,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,15,unified,0.775991,0.584131,0.70892,,,,,,,,,,33,3.90949,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,16,unified,0.801775,0.570866,0.726,,,,,,,,,,57,6.6598,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,17,unified,0.81297,0.549002,0.73389,,,,,,,,,,47,5.041,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,18,unified,0.776209,0.61489,0.7086,,,,,,,,,,57,4.6082,10331,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,19,unified,0.758194,0.600117,0.69154,,,,,,,,,,33,4.42013,10331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,unified,0.786998,0.572544,0.7162,,,,,,,,,,43,8.31314,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,unified,0.812206,0.543483,0.73343,,,,,,,,,,54,10.2734,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,unified,0.773786,0.582626,0.70573,,,,,,,,,,27,6.53643,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,unified,0.821935,0.531444,0.74331,,,,,,,,,,50,8.17817,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,unified,0.778208,0.576258,0.71004,,,,,,,,,,29,7.1029,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,unified,0.719016,0.628698,0.66264,,,,,,,,,,26,4.89744,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,unified,0.747933,0.605571,0.68629,,,,,,,,,,28,6.42036,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,unified,0.795683,0.558802,0.72345,,,,,,,,,,32,5.85969,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,unified,0.781863,0.571783,0.71054,,,,,,,,,,33,11.5393,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,unified,0.802009,0.560972,0.72656,,,,,,,,,,45,11.5318,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,10,unified,0.816255,0.537544,0.74029,,,,,,,,,,52,11.5106,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,11,unified,0.830758,0.517008,0.74943,,,,,,,,,,38,7.31563,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,12,unified,0.79959,0.582533,0.72615,,,,,,,,,,58,11.7187,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,13,unified,0.788481,0.569285,0.7154,,,,,,,,,,43,8.99198,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,14,unified,0.779561,0.574497,0.71056,,,,,,,,,,28,6.29867,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,15,unified,0.796347,0.564596,0.72194,,,,,,,,,,45,9.20002,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,16,unified,0.790264,0.570375,0.717,,,,,,,,,,41,7.73646,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,17,unified,0.770601,0.584128,0.70251,,,,,,,,,,27,5.45459,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,18,unified,0.764326,0.594204,0.69689,,,,,,,,,,30,6.45863,100331,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,19,unified,0.77475,0.594193,0.70503,,,,,,,,,,41,11.9537,100331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,0,unified,0.795498,0.55697,0.721315,,,,,,,,,,30,43.6212,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,1,unified,0.813464,0.541688,0.736863,,,,,,,,,,40,41.7047,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,2,unified,0.803209,0.554069,0.728683,,,,,,,,,,38,38.9998,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,3,unified,0.798964,0.559902,0.723881,,,,,,,,,,44,45.4125,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,4,unified,0.809542,0.551384,0.73223,,,,,,,,,,53,57.2176,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,5,unified,0.81364,0.54935,0.737733,,,,,,,,,,61,63.4094,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,6,unified,0.746047,0.604377,0.682551,,,,,,,,,,30,32.6391,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,7,unified,0.773231,0.581698,0.704495,,,,,,,,,,31,42.9534,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,8,unified,0.744429,0.608825,0.68001,,,,,,,,,,29,43.1332,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,9,unified,0.782632,0.580098,0.710916,,,,,,,,,,49,49.9823,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,10,unified,0.76328,0.590451,0.697111,,,,,,,,,,33,34.7459,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,11,unified,0.774659,0.595601,0.703616,,,,,,,,,,52,54.4154,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,12,unified,0.767595,0.588732,0.701712,,,,,,,,,,31,33.3173,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,13,unified,0.782211,0.576571,0.712148,,,,,,,,,,41,43.2518,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,14,unified,0.821342,0.531954,0.742463,,,,,,,,,,45,84.1362,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,15,unified,0.796926,0.555033,0.723683,,,,,,,,,,30,31.1117,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,16,unified,0.767598,0.588681,0.700199,,,,,,,,,,29,30.3418,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,17,unified,0.7928,0.561579,0.719382,,,,,,,,,,31,42.8481,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,18,unified,0.823352,0.527095,0.743698,,,,,,,,,,41,43.5376,1000331,"[100, 100]","[10, 10]",10
1000000,1000000,100000,FALSE,1,0.001,1,100000,19,unified,0.752046,0.601949,0.689272,,,,,,,,,,28,31.5801,1000331,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,0,lmmnn,0.840451,0.498511,0.76338,,,,,,,1.46532,51.0775,inf,103,262.105,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,0,tabnet,0.684151,0.664023,0.637,,,,,,,,,,38,46.3697,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,1,lmmnn,0.790173,0.554815,0.71812,,,,,,,0.899256,55.3973,inf,45,146.235,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,1,tabnet,0.680721,0.693187,0.63495,,,,,,,,,,46,38.7029,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,2,lmmnn,0.815773,0.528833,0.74321,,,,,,,1.58234,52.1302,inf,183,432.104,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,2,tabnet,0.568757,0.693451,0.50022,,,,,,,,,,11,30.4558,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,3,lmmnn,0.836237,0.502745,0.7567,,,,,,,1.09038,53.3423,inf,26,84.9265,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,3,tabnet,0.658617,0.713676,0.61813,,,,,,,,,,45,40.2944,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,4,lmmnn,0.802096,0.540446,0.7284,,,,,,,1.06791,55.0053,inf,46,136.735,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,4,tabnet,0.648466,0.682639,0.60613,,,,,,,,,,36,38.1509,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,5,lmmnn,0.80379,0.537074,0.72425,,,,,,,1.10226,54.7229,inf,81,194.469,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,5,tabnet,0.652104,0.719416,0.611,,,,,,,,,,42,38.6233,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,6,lmmnn,0.818601,0.521544,0.74141,,,,,,,0.988135,52.1401,inf,42,124.783,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,6,tabnet,0.702199,0.66612,0.64709,,,,,,,,,,38,36.8377,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,7,lmmnn,0.802368,0.545149,0.72506,,,,,,,1.11866,51.4577,inf,110,283.128,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,7,tabnet,0.67237,0.724715,0.62653,,,,,,,,,,57,42.8908,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,8,lmmnn,0.83616,0.501743,0.75742,,,,,,,1.58193,47.9393,inf,89,231.501,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,8,tabnet,0.618487,0.692405,0.50024,,,,,,,,,,11,29.7491,37419,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,lmmnn,0.824378,0.515015,0.74414,,,,,,,1.09319,53.0255,inf,39,117.039,232,"[100, 100]","[10, 10]",10
1000,100000,100,FALSE,1,0.001,1,100,9,tabnet,0.63054,0.675389,0.59021,,,,,,,,,,30,34.4321,37419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,lmmnn,0.802169,0.545954,0.73199,,,,,,,1.35256,548.749,inf,147,3358.45,232,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,0,tabnet,0.657027,0.698439,0.61749,,,,,,,,,,31,51.2294,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,lmmnn,0.802169,0.542336,0.72833,,,,,,,1.1719,552.962,inf,62,1332.38,232,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,1,tabnet,0.692044,0.721895,0.63955,,,,,,,,,,41,58.0877,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,lmmnn,0.877257,0.443186,0.794,,,,,,,1.856,502.513,inf,117,2791.99,232,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,2,tabnet,0.69038,0.668918,0.62808,,,,,,,,,,32,49.9354,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,lmmnn,0.780103,0.567314,0.71296,,,,,,,1.06945,574.3,inf,64,1596.63,232,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,3,tabnet,0.66432,0.679505,0.61024,,,,,,,,,,29,47.5363,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,lmmnn,0.830642,0.507487,0.75402,,,,,,,1.72564,537.228,inf,124,3232.6,232,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,4,tabnet,0.648623,0.687548,0.5007,,,,,,,,,,11,30.7751,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,5,tabnet,0.662238,0.691275,0.60797,,,,,,,,,,30,53.0155,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,6,tabnet,0.636208,0.69081,0.51908,,,,,,,,,,15,34.2973,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,7,tabnet,0.701314,0.67343,0.64503,,,,,,,,,,31,48.7057,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,8,tabnet,0.658962,0.690929,0.61712,,,,,,,,,,34,51.915,46419,"[100, 100]","[10, 10]",10
10000,100000,1000,FALSE,1,0.001,1,1000,9,tabnet,0.702553,0.6746,0.65087,,,,,,,,,,33,51.7082,46419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,0,tabnet,0.695915,0.683198,0.64024,,,,,,,,,,31,243.784,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,1,tabnet,0.672622,0.701895,0.6191,,,,,,,,,,26,204.039,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,2,tabnet,0.667156,0.704126,0.62138,,,,,,,,,,29,224.734,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,3,tabnet,0.658517,0.711129,0.57558,,,,,,,,,,21,167.671,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,4,tabnet,0.679527,0.693775,0.6344,,,,,,,,,,28,217.624,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,5,tabnet,0.684627,0.702768,0.63646,,,,,,,,,,27,210.527,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,6,tabnet,0.671507,0.715218,0.60767,,,,,,,,,,24,188.993,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,7,tabnet,0.654257,0.709717,0.59797,,,,,,,,,,26,203.331,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,8,tabnet,0.650536,0.707153,0.61058,,,,,,,,,,30,231.615,136419,"[100, 100]","[10, 10]",10
100000,100000,10000,FALSE,1,0.001,1,10000,9,tabnet,0.665101,0.707888,0.58928,,,,,,,,,,23,181.872,136419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,0,tabnet,0.751702,,0.691976,,,,,,,,,,14,1074.87,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,1,tabnet,0.828628,,0.752488,,,,,,,,,,20,1493.39,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,2,tabnet,0.759425,,0.694925,,,,,,,,,,18,1352.17,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,3,tabnet,0.769101,0.75885,0.702894,,,,,,,,,,17,1281.65,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,4,tabnet,0.741498,0.693237,0.679866,,,,,,,,,,13,998.207,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,5,tabnet,0.785712,0.728927,0.716685,,,,,,,,,,19,1423.08,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,6,tabnet,0.783216,0.726464,0.715514,,,,,,,,,,18,1351.87,1036419,"[100, 100]","[10, 10]",10
1000000,1000000,10000,FALSE,1,0.001,1,100000,7,tabnet,0.786817,0.731632,0.717032,,,,,,,,,,18,1352.74,1036419,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.001,1,10000,0,lmmnn,0.826357,0.513888,0.75111,,,,,,,1.52008,538.252,537.253,89,4743.6,232,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.001,1,10000,1,lmmnn,0.835162,0.50203,0.75497,,,,,,,2.65061,537.574,536.364,91,4843.8,232,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.001,1,10000,2,lmmnn,0.836236,0.499949,0.75644,,,,,,,2.14954,531.68,534.327,65,3542.47,232,"[100, 100]","[10, 10]",10
100000,100000,1000,FALSE,1,0.001,1,10000,3,lmmnn,0.755518,0.588278,0.69157,,,,,,,0.83087,603.523,604.853,52,2820.51,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,0,lmmnn,0.86943,0.456052,0.787708,,,,,,,1.74977,510.345,510.583,10,5479.16,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,1,lmmnn,0.784212,0.560612,0.714395,,,,,,,0.852319,581.237,581.414,10,5455.8,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,2,lmmnn,0.835173,0.461871,0.783586,,,,,,,1.38138,507.273,507.834,10,5313.54,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,3,lmmnn,0.83393,0.503806,0.755818,,,,,,,1.26713,539.779,539.702,10,5261.94,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,4,lmmnn,0.846976,0.485913,0.766792,,,,,,,1.19271,518.981,518.72,10,5138.99,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,5,lmmnn,0.847363,0.485636,0.767024,,,,,,,1.49273,526.45,525.867,10,5061.79,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,6,lmmnn,0.823517,0.516887,0.746364,,,,,,,1.35189,555,556.05,10,5134.16,232,"[100, 100]","[10, 10]",10
1000000,1000000,1000,FALSE,1,0.001,1,100000,7,lmmnn,0.820925,0.437295,0.798085,,,,,,,1.8137,493.211,493.699,10,5256.8,232,"[100, 100]","[10, 10]",10
